Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,,1500,,,-0.0625,1.04296875,0.01171875,,,0,0,0,0,0,,0,,,0.05859375,,
0.021859999999869616,,1500,,,-0.0625,1.04296875,0.013671875,,0.012780477215135026,0,0,0,0,0,,0,,,0.060546875,,
0.05535999999986962,,1500,,,-0.0625,1.0390625,0.015625,,,0,0,0,0,0,,0,,,0.060546875,,
0.08206000000052154,,1500,,,-0.0625,1.0546875,0.00390625,-0.0004159756021398347,,0,0,0,0,0,0,0,0,0,0.060546875,,
0.10722000000020489,,1500,,,-0.0625,1.04296875,0.01171875,,,0,0,0,0,0,,0,,,0.060546875,,
0.1296750000002794,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
0.15476000000024215,,1500,,,-0.0625,1.052734375,0.00390625,,0.01241468993467714,0,0,0,0,0,,0,,,0.060546875,,
0.19518999999994413,,1500,,,-0.0625,1.052734375,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
0.22044000000040978,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
0.24393000000016765,,1500,,,-0.0625,1.041015625,0.015625,-0.00030446197233975446,,0,0,0,0,0,0,0,0,0,0.060546875,,
0.2848050000001676,,1500,,,-0.0625,1.04296875,0.01171875,,,0,0,0,0,0,,0,,,0.060546875,,
0.3083849999997765,,1500,,,-0.0625,1.0546875,0.001953125,,0.0070695322588776284,0,0,0,0,0,,0,,,0.060546875,,
0.33072500000009314,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.060546875,,
0.35801000000024213,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.060546875,,
0.38276500000013036,,1500,,,-0.0625,1.0546875,0.00390625,-0.0003478370774337281,,0,0,0,0,0,0,0,0,0,0.060546875,,
0.4075649999999441,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
0.4306900000004098,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.060546875,,
0.4693300000000745,,1500,,,-0.0625,1.0546875,0.00390625,,0.010122041472015581,0,0,0,0,0,,0,,,0.060546875,,
0.4919550000000745,,1500,,,-0.0625,1.046875,0.009765625,,,0,0,0,0,0,,0,,,0.060546875,,
0.5133999999999068,,1500,,,-0.0625,1.056640625,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
0.5379899999997578,,1500,,,-0.0625,1.0546875,0.001953125,-0.00048241527651664377,,0,0,0,0,0,0,0,0,0,0.060546875,,
0.5593149999999442,,1500,,,-0.0625,1.04296875,0.015625,,,0,0,0,0,0,,0,,,0.060546875,,
0.5812600000002421,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
0.6068799999998883,,1500,,,-0.0625,1.0546875,0.00390625,,0.011055609805921992,0,0,0,0,0,,0,,,0.060546875,,
0.6309000000003725,,1500,,,-0.0625,1.056640625,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
0.6561800000001676,,1500,,,-0.0625,1.052734375,0.00390625,,,0,0,0,0,0,,0,,,0.060546875,,
0.6803449999997392,,1500,,,-0.0625,1.04296875,0.013671875,-0.000512053950588344,,0,0,0,0,0,0,0,0,0,0.060546875,,
0.7086899999999441,,1500,,,-0.0625,1.04296875,0.013671875,,,0,0,0,0,0,,0,,,0.060546875,,
0.7336049999999814,,1500,,,-0.0625,1.0546875,0,,,0,0,0,0,0,,0,,,0.060546875,,
0.7579200000003912,,1500,,,-0.0625,1.0546875,0,,0.014386663782188796,0,0,0,0,0,,0,,,0.060546875,,
0.7795950000002049,,1500,,,-0.0625,1.0546875,0.005859375,,,0,0,0,0,0,,0,,,0.060546875,,
0.8037250000000932,,1500,,,-0.0625,1.052734375,0.005859375,,,0,0,0,0,0,,0,,,0.060546875,,
0.8312650000001304,,1500,,,-0.0625,1.052734375,0.001953125,-0.0004994732801094557,,0,0,0,0,0,0,0,0,0,0.060546875,,
0.85625,,1500,,,-0.0625,1.04296875,0.01171875,,,0,0,0,0,0,,0,,,0.060546875,,
0.8818999999999069,,1500,,,-0.0625,1.0546875,0,,,0,0,0,0,0,,0,,,0.060546875,,
0.9174300000001676,,1500,,,-0.0625,1.0546875,0.001953125,,0.01579777337968677,0,0,0,0,0,,0,,,0.060546875,,
0.9416550000002608,,1500,,,-0.0625,1.056640625,0.00390625,,,0,0,0,0,0,,0,,,0.060546875,,
0.9637950000003912,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.060546875,,
0.985714999999851,,1500,,,-0.0625,1.0546875,0.00390625,-0.0004911453909256521,,0,0,0,0,0,0,0,0,0,0.060546875,,
1.0088700000001118,,1500,,,-0.0625,1.0390625,0.017578125,,,0,0,0,0,0,,0,,,0.060546875,,
1.0443449999997392,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
1.0669400000004097,,1500,,,-0.0625,1.0546875,0.00390625,,0.01708495669860274,0,0,0,0,0,,0,,,0.060546875,,
1.0911099999998697,,1500,,,-0.0625,1.052734375,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
1.1151350000002422,,1500,,,-0.0625,1.056640625,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
1.1424350000000558,,1500,,,-0.0625,1.04296875,0.013671875,-0.0005398763164213146,,0,0,0,0,0,0,0,0,0,0.060546875,,
1.165125,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
1.1867650000001304,,1500,,,-0.0625,1.04296875,0.013671875,,,0,0,0,0,0,,0,,,0.060546875,,
1.212725000000093,,1500,,,-0.0625,1.0546875,0.001953125,,0.017741464493466415,0,0,0,0,0,,0,,,0.060546875,,
1.2351000000000931,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
1.2593000000002794,,1500,,,-0.0625,1.056640625,0.005859375,,,0,0,0,0,0,,0,,,0.060546875,,
1.2809400000004099,,1500,,,-0.0625,1.0546875,0.00390625,-0.0005771020936867337,,0,0,0,0,0,0,0,0,0,0.060546875,,
1.3027950000003912,,1500,,,-0.0625,1.052734375,0.001953125,,,0,0,0,0,0,,0,,,0.060546875,,
1.331625,,1500,,,-0.0625,1.0546875,0,,,0,0,0,0,0,,0,,,0.060546875,,
1.3576699999999255,,1500,,,-0.0625,1.0546875,0.00390625,,0.017891802247999748,0,0,0,0,0,,0,,,0.05859375,,
1.3820150000001303,,1500,,,-0.0625,1.0546875,0,,,0,0,0,0,0,,0,,,0.05859375,,
1.4082100000004285,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.05859375,,
1.4324550000000744,,1500,,,-0.0625,1.0546875,0.001953125,-0.0004895718146227483,,0,0,0,0,0,0,0,0,0,0.05859375,,
1.457185000000056,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
1.4810600000000558,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.05859375,,
1.5078300000000746,,1500,,,-0.0625,1.0546875,0.00390625,,0.018089937053196666,0,0,0,0,0,,0,,,0.05859375,,
1.5295000000004657,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
1.5550100000002423,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
1.582135000000242,,1500,,,-0.0625,1.0546875,0.001953125,-0.0004629137296541511,,0,0,0,0,0,0,0,0,0,0.05859375,,
1.607375,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
1.6300150000001303,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
1.6518400000003166,,1500,,,-0.0625,1.0546875,0.001953125,,0.017021638061802933,0,0,0,0,0,,0,,,0.05859375,,
1.6804300000001677,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
1.7056549999997952,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
1.7339400000004097,,1500,,,-0.0625,1.0546875,0.005859375,-0.0003441090830929411,,0,0,0,0,0,0,0,0,0,0.05859375,,
1.7579550000000745,,1500,,,-0.0625,1.056640625,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
1.781320000000298,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.05859375,,
1.8067050000000746,,1500,,,-0.0625,1.0546875,0.001953125,,0.014832065649095205,0,0,0,0,0,,0,,,0.05859375,,
1.8310550000001677,,1500,,,-0.0625,1.041015625,0.013671875,,,0,0,0,0,0,,0,,,0.05859375,,
1.8660500000002793,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.05859375,,
1.8911699999999254,,1500,,,-0.0625,1.046875,0.009765625,-0.0003765576124306899,,0,0,0,0,0,0,0,0,0,0.05859375,,
1.9132150000003167,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
1.9358950000000186,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
1.9586800000001676,,1500,,,-0.0625,1.052734375,0.001953125,,0.012287828983190321,0,0,0,0,0,,0,,,0.05859375,,
1.9813850000002422,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
2.0063449999997394,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
2.0321350000002423,,1500,,,-0.0625,1.041015625,0.01171875,-0.0004389931355130421,,0,0,0,0,0,0,0,0,0,0.05859375,,
2.056790000000037,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
2.0817700000000188,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.05859375,,
2.1062299999999814,,1500,,,-0.0625,1.0546875,0.005859375,,0.012900125390472085,0,0,0,0,0,,0,,,0.05859375,,
2.1464550000000746,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
2.1701899999999443,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.05859375,,
2.1935749999997207,,1500,,,-0.0625,1.0546875,0,-0.0005124418375861085,,0,0,0,0,0,0,0,0,0,0.05859375,,
2.217604999999981,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
2.248524999999907,,1500,,,-0.0625,1.0546875,0.005859375,,,0,0,0,0,0,,0,,,0.05859375,,
2.274725000000093,,1500,,,-0.0625,1.0546875,0.00390625,,0.0251437167152418,0,0,0,0,0,,0,,,0.05859375,,
2.3047050000000744,,1500,,,-0.0625,1.0546875,0.00390625,,,0,0,0,0,0,,0,,,0.05859375,,
2.3371400000001303,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.05859375,,
2.361165000000037,,1500,,,-0.0625,1.0546875,0.001953125,-0.0005088154545773289,,0,0,0,0,0,0,0,0,0,0.05859375,,
2.385470000000205,,1500,,,-0.0625,1.0546875,0.001953125,,,0,0,0,0,0,,0,,,0.05859375,,
