Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,,,,,-0.0625,1.01953125,0.00390625,,0.37922461488592485,0,0,0,0,0,,0,,,0.09765625,,
0.027364999994635583,,,,,-0.0625,1.017578125,0.005859375,,,0,0,0,0,0,,0,,,0.09765625,,
0.05079999999701977,,,,,-0.0625,1.021484375,0.001953125,0.0027232046343780647,,0,0,0,0,0,0,0,0,0,0.09765625,,
0.07872499999403954,,,,,-0.0625,1.00390625,0.015625,,,0,0,0,0,0,,0,,,0.09765625,,
0.10204999999701977,,,,,-0.0625,1.01953125,0.001953125,,,0,0,0,0,0,,0,,,0.09765625,,
0.12739499998092652,,,,,-0.0625,1.017578125,0.00390625,,0.3837694202007163,0,0,0,0,0,,0,,,0.09765625,,
0.15150499999523162,,,,,-0.0625,1.017578125,0.00390625,,,0,0,0,0,0,,0,,,0.09765625,,
0.18698000000417234,,,,,-0.0625,1.01953125,0.001953125,,,0,0,0,0,0,,0,,,0.09765625,,
0.21056999999284745,,,,,-0.0625,1.01953125,0.00390625,0.0027186628469355895,,0,0,0,0,0,0,0,0,0,0.09765625,,
0.23303999999165534,,,,,-0.0625,1.01953125,0.00390625,,,0,0,0,0,0,,0,,,0.09765625,,
0.2557099999934435,,,,,-0.0625,1.01953125,0.005859375,,,0,0,0,0,0,,0,,,0.09765625,,
0.28320499999821186,,,,,-0.0625,1.01953125,0.001953125,,0.3861145008906823,0,0,0,0,0,,0,,,0.09765625,,
0.30906499999761583,,,,,-0.0625,1.01953125,0.00390625,,,0,0,0,0,0,,0,,,0.09765625,,
0.3339350000023842,,,,,-0.0625,1.01953125,0.00390625,,,0,0,0,0,0,,0,,,0.09765625,,
0.3571549999862909,,,,,-0.0625,1.005859375,0.01171875,0.0027610858121492727,,0,0,0,0,0,0,0,0,0,0.09765625,,
0.3801899999976158,,,,,-0.0625,1.01953125,0.005859375,,,0,0,0,0,0,,0,,,0.09765625,,
0.40223999999463556,,,,,-0.0625,1.017578125,0.00390625,,,0,0,0,0,0,,0,,,0.09765625,,
0.42723499999940395,,,,,-0.0625,1.01953125,0.00390625,,0.38122745962457544,0,0,0,0,0,,0,,,0.09765625,,
0.45782999999821183,,,,,-0.0625,1.017578125,0.00390625,,,0,0,0,0,0,,0,,,0.09765625,,
0.4808049999922514,,,,,-0.0625,1.01953125,0.001953125,,,0,0,0,0,0,,0,,,0.09765625,,
0.506375,,,,,-0.0625,1.017578125,0.00390625,0.00279054538410291,,0,0,0,0,0,0,0,0,0,0.09765625,,
0.5304299999922514,,,,,-0.0625,1.01953125,0.00390625,,,0,0,0,0,0,,0,,,0.09765625,,
0.5536649999916553,,,,,-0.0625,1.01953125,0.00390625,,,0,0,0,0,0,,0,,,0.09765625,,
0.5762699999958276,,,,,-0.0625,1.00390625,0.017578125,,0.37775763263562195,0,0,0,0,0,,0,,,0.09765625,,
0.5992449999898672,,,,,-0.0625,1.01953125,0.001953125,,,0,0,0,0,0,,0,,,0.09765625,,
0.6248700000047683,,,,,-0.0625,1.01953125,0.001953125,,,0,0,0,0,0,,0,,,0.09765625,,
0.6472999999970198,,,,,-0.0625,1.017578125,0.00390625,0.002784673930772302,,0,0,0,0,0,0,0,0,0,0.09765625,,
0.6721149999946355,,,,,-0.0625,1.001953125,0.015625,,,0,0,0,0,0,,0,,,0.09765625,,
